DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2003-05-28,1353.25,1392.0,1335.0,1349.38,2226919
2003-05-31,1349.38,1349.0,1327.0,1330.82,1543517
2003-06-01,1328.5,1332.0,1283.0,1314.58,2255697
2003-06-02,1313.42,1380.0,1313.0,1380.31,1654952
2003-06-03,1411.63,1442.0,1382.0,1411.63,1390547
2003-06-07,1411.63,1442.0,1412.0,1418.59,776766
2003-06-08,1425.55,1430.0,1380.0,1380.31,843134
2003-06-09,1380.7,1381.0,1353.0,1372.58,555582
2003-06-10,1369.87,1394.0,1367.0,1391.91,4056099
2003-06-11,1391.91,1431.0,1380.0,1430.57,1435336
2003-06-14,1408.53,1432.0,1407.0,1416.65,840419
2003-06-15,1415.11,1415.0,1346.0,1353.25,948777
2003-06-16,1353.25,1409.0,1353.0,1391.91,1188079
2003-06-17,1391.91,1427.0,1392.0,1422.84,1932581
2003-06-18,1426.71,1454.0,1427.0,1447.97,4642866
2003-06-21,1461.5,1508.0,1462.0,1494.76,2837255
2003-06-22,1499.78,1526.0,1470.0,1509.83,4784372
2003-06-23,1511.38,1513.0,1494.0,1507.52,1782721
2003-06-24,1507.9,1583.0,1504.0,1582.52,7846306
2003-06-25,1585.23,1661.0,1585.0,1647.09,2515383
2003-06-28,1647.09,1713.0,1647.0,1693.1,3425781
2003-06-29,1722.1,1767.0,1710.0,1766.95,3687641
2003-06-30,1775.84,1855.0,1776.0,1855.11,754139
2003-07-01,1947.51,1948.0,1948.0,1947.51,289562
2003-07-02,2004.74,2045.0,1864.0,2044.56,9348009
2003-07-05,2146.63,2147.0,2018.0,2018.27,5536718
2003-07-06,2054.61,2119.0,2038.0,2060.8,3349478
2003-07-07,2111.45,2112.0,2047.0,2051.13,2527303
2003-07-08,2049.2,2049.0,1958.0,1998.94,3848819
2003-07-09,1995.07,2099.0,1995.0,2098.69,3126927
2003-07-12,2203.47,2203.0,2127.0,2203.47,3688853
2003-07-13,2313.28,2313.0,2313.0,2313.28,1804345
2003-07-14,2428.88,2429.0,2429.0,2428.88,1284452
2003-07-15,2550.29,2550.0,2550.0,2550.29,1946457
2003-07-16,2677.49,2677.0,2677.0,2677.49,4085091
2003-07-30,4083.32,4632.0,3480.0,3615.87,3949921
2003-08-03,3479.77,3488.0,3093.0,3441.11,3793204
2003-08-04,3402.44,3731.0,3399.0,3615.1,5373802
2003-08-05,3615.1,3615.0,3112.0,3325.12,2702123
2003-08-06,3514.57,3596.0,3325.0,3479.77,2817451
2003-08-09,3479.0,3480.0,3403.0,3479.77,1022267
2003-08-10,3432.6,3464.0,3414.0,3423.71,1244557
2003-08-11,3402.44,3565.0,3310.0,3557.1,3756395
2003-08-12,3615.1,3615.0,3615.0,3615.1,2282165
2003-08-13,3615.1,3615.0,3615.0,3615.1,621309
2003-08-16,3615.1,3615.0,3615.0,3615.1,318534
2003-08-17,3615.1,3615.0,3615.0,3615.1,463589
2003-08-18,3615.1,3615.0,3615.0,3615.1,243761
2003-08-19,3615.1,3615.0,3615.0,3615.1,165592
2003-08-20,3795.66,3796.0,3615.0,3615.1,278626
2003-08-23,3795.66,3796.0,3615.0,3615.1,355494
2003-08-24,3795.66,3796.0,3615.0,3615.1,403905
2003-08-25,3795.66,3796.0,3615.0,3615.1,373391
2003-08-26,3795.66,3796.0,3615.0,3615.1,353650
2003-08-27,3795.66,3796.0,3615.0,3615.1,451755
2003-08-30,3795.66,3796.0,3615.0,3615.1,392194
2003-08-31,3795.66,3796.0,3615.0,3615.1,421386
2003-09-01,3795.66,3796.0,3796.0,3795.66,2096825
2003-09-02,3985.11,3985.0,3623.0,3934.85,7897840
2003-09-03,3789.09,3924.0,3776.0,3842.83,2680462
2003-09-06,3830.07,3843.0,3651.0,3842.83,2075796
2003-09-07,3651.06,3692.0,3651.0,3651.83,2925794
2003-09-08,3519.21,3652.0,3469.0,3651.83,1878749
2003-09-09,3499.49,3652.0,3469.0,3651.83,1091599
2003-09-13,3469.33,3652.0,3469.0,3651.83,36492
2003-09-14,3469.33,3652.0,3469.0,3651.83,43868
2003-09-15,3469.33,3652.0,3469.0,3651.83,323754
2003-09-16,3469.33,3575.0,3469.0,3575.27,604986
2003-09-17,3396.65,3490.0,3397.0,3490.21,684188
2003-09-20,3315.84,3390.0,3316.0,3390.46,822445
2003-09-21,3221.11,3286.0,3221.0,3223.82,9782484
2003-09-22,3247.79,3286.0,3224.0,3268.28,1488946
2003-09-23,3274.85,3287.0,3248.0,3278.72,1516827
2003-09-27,3277.95,3278.0,3190.0,3218.4,1361416
2003-09-28,3132.18,3170.0,3058.0,3085.4,4013757
2003-09-29,3057.95,3058.0,2931.0,2970.18,1125420
2003-09-30,2821.71,2923.0,2822.0,2858.05,4892535
2003-10-01,2853.41,2899.0,2822.0,2871.59,2813679
2003-10-04,2929.97,2932.0,2895.0,2904.06,1150780
2003-10-05,2957.42,3049.0,2904.0,2957.42,801264
2003-10-06,3105.12,3105.0,3105.0,3105.12,1442961
2003-10-07,3260.16,3260.0,3255.0,3259.77,2252431
2003-10-08,3286.45,3402.0,3260.0,3319.7,2022207
2003-10-11,3307.72,3326.0,3287.0,3315.45,762790
2003-10-13,3325.89,3368.0,3279.0,3321.64,735269
2003-10-14,3321.64,3325.0,3283.0,3316.22,825336
2003-10-15,3313.52,3316.0,3174.0,3263.25,1061068
2003-10-18,3190.18,3204.0,3100.0,3191.34,834233
2003-10-19,3096.61,3109.0,3032.0,3108.98,981499
2003-10-20,3088.49,3170.0,3070.0,3103.96,3634211
2003-10-21,3286.07,3326.0,3151.0,3192.89,1237315
2003-10-22,3352.18,3352.0,3352.0,3352.18,1443244
2003-10-25,3519.6,3520.0,3436.0,3435.7,722759
2003-10-26,3607.36,3607.0,3460.0,3593.83,1823509
2003-10-27,3593.83,3594.0,3414.0,3484.8,1903434
2003-10-28,3526.17,3596.0,3477.0,3506.06,897331
2003-10-29,3595.38,3658.0,3544.0,3613.16,1460577
2003-11-01,3576.43,3578.0,3491.0,3572.18,697716
2003-11-02,3508.77,3512.0,3394.0,3511.86,657583
2003-11-03,3398.58,3446.0,3337.0,3446.14,691615
2003-11-04,3356.05,3373.0,3287.0,3373.06,1030029
2003-11-05,3294.19,3441.0,3249.0,3358.37,849773
2003-11-08,3479.39,3526.0,3472.0,3471.65,1017994
2003-11-09,3595.77,3631.0,3480.0,3525.4,1731811
2003-11-10,3491.37,3538.0,3461.0,3517.66,1324752
2003-11-11,3517.66,3534.0,3507.0,3518.44,1670786
2003-11-12,3518.44,3518.0,3437.0,3475.52,1031238
2003-11-15,3440.72,3441.0,3327.0,3403.99,966039
2003-11-17,3356.82,3357.0,3286.0,3356.82,2839497
2003-11-18,3344.45,3410.0,3314.0,3364.55,755176
2003-11-19,3414.04,3499.0,3402.0,3437.63,5619554
2003-11-22,3437.63,3480.0,3423.0,3440.72,692304
2003-11-23,3460.44,3480.0,3422.0,3451.16,1204392
2003-11-24,3440.72,3480.0,3402.0,3450.78,4801238
2003-11-25,3423.71,3451.0,3408.0,3430.67,9205027
2003-11-29,3479.77,3518.0,3460.0,3475.91,2878100
2003-11-30,3480.93,3499.0,3449.0,3475.91,5746055
2003-12-01,3473.2,3499.0,3402.0,3456.57,5690364
2003-12-02,3439.18,3449.0,3402.0,3425.26,35745897
2003-12-21,2551.83,2590.0,2492.0,2534.05,1158771
2003-12-22,2623.75,2629.0,2514.0,2568.07,3264979
2003-12-23,2628.78,2648.0,2575.0,2601.32,2224464
2003-12-24,2609.83,2676.0,2610.0,2642.31,1490930
2003-12-27,2667.83,2703.0,2642.0,2672.85,1359103
2003-12-28,2672.85,2725.0,2673.0,2694.12,3137155
2003-12-29,2667.83,2668.0,2610.0,2651.97,2573526
2003-12-30,2629.55,2668.0,2590.0,2629.55,995449
2003-12-31,2592.43,2592.0,2533.0,2576.97,1221814
2004-01-03,2532.89,2552.0,2455.0,2511.62,1168245
2004-01-04,2511.62,2533.0,2475.0,2507.76,1210428
2004-01-05,2504.66,2521.0,2463.0,2484.56,2041047
2004-01-06,2551.83,2552.0,2494.0,2517.81,3480475
2004-01-07,2493.06,2513.0,2436.0,2489.58,1191698
2004-01-10,2455.17,2478.0,2392.0,2444.35,2204296
2004-01-11,2474.51,2475.0,2393.0,2439.71,746689
2004-01-12,2397.18,2410.0,2347.0,2409.94,741697
2004-01-13,2320.62,2417.0,2301.0,2378.23,1276123
2004-01-14,2415.35,2428.0,2339.0,2376.69,1489328
2004-01-17,2351.94,2352.0,2267.0,2323.33,1266423
2004-01-18,2310.18,2320.0,2213.0,2297.81,1894887
2004-01-19,2211.98,2245.0,2183.0,2245.23,1085316
2004-01-20,2164.42,2223.0,2133.0,2181.43,1881333
2004-01-21,2167.9,2289.0,2165.0,2241.75,1905925
2004-01-24,2281.18,2301.0,2210.0,2254.89,1039274
2004-01-25,2240.59,2281.0,2204.0,2252.57,1150034
2004-01-26,2201.54,2223.0,2146.0,2223.19,739894
2004-01-27,2181.43,2183.0,2112.0,2166.35,1103708
2004-01-28,2124.21,2127.0,2088.0,2118.8,1983053
2004-01-31,2087.86,2127.0,2030.0,2111.06,894147
2004-02-01,2029.87,2055.0,2006.0,2055.39,2443634
2004-02-03,2002.8,2017.0,1953.0,2017.11,1053295
2004-02-04,1993.91,1994.0,1933.0,1988.88,2822345
2004-02-07,1964.14,2030.0,1953.0,1992.36,3284161
2004-02-08,2003.96,2022.0,1982.0,1994.68,1127917
2004-02-09,1998.94,2022.0,1999.0,1999.71,674278
2004-02-14,1999.71,2053.0,1991.0,2005.12,149875316
2004-02-15,2010.15,2049.0,1972.0,2010.92,30723055
2004-02-16,1972.26,2074.0,1972.0,2030.25,1023177
2004-02-17,2062.73,2108.0,2052.0,2051.52,691648
2004-02-18,2069.31,2127.0,2053.0,2065.83,515457
2004-02-21,2086.7,2128.0,2069.0,2078.97,563100
2004-02-22,2084.0,2146.0,2084.0,2102.17,856217
2004-02-23,2126.53,2166.0,2127.0,2128.07,838581
2004-02-24,2155.53,2181.0,2127.0,2146.63,1709543
2004-02-25,2164.42,2185.0,2150.0,2157.07,1040630
2004-02-28,2184.91,2204.0,2167.0,2174.47,938857
2004-02-29,2185.68,2243.0,2165.0,2185.3,2356289
2004-03-03,2192.26,2224.0,2185.0,2198.06,884684
2004-03-06,2218.55,2308.0,2219.0,2246.39,894673
2004-03-07,2320.62,2359.0,2321.0,2338.41,1483775
2004-03-08,2455.17,2455.0,2398.0,2438.16,1704450
2004-03-09,2428.11,2455.0,2393.0,2420.38,3384640
2004-03-10,2393.31,2403.0,2320.0,2388.28,2100566
2004-03-13,2385.19,2405.0,2286.0,2372.05,1760382
2004-03-14,2312.12,2389.0,2294.0,2347.69,4770562
2004-03-15,2317.92,2358.0,2281.0,2334.15,837066
2004-03-16,2343.43,2368.0,2316.0,2341.11,2230931
2004-03-17,2353.49,2392.0,2342.0,2355.81,16689555
2004-03-27,2397.18,2473.0,2384.0,2384.03,503705
2004-03-28,2503.12,2503.0,2439.0,2438.55,828137
2004-03-29,2560.34,2560.0,2556.0,2555.7,1733379
2004-03-30,2683.29,2683.0,2572.0,2591.27,1016394
2004-04-03,2589.72,2628.0,2590.0,2594.36,893537
2004-04-04,2610.22,2629.0,2504.0,2597.46,1063694
2004-04-14,2807.02,2822.0,2648.0,2764.87,2161837
2004-04-17,2762.17,2803.0,2730.0,2771.83,3891518
2004-04-18,2783.82,2786.0,2715.0,2759.85,2723172
2004-04-21,2725.82,2745.0,2653.0,2740.9,1178139
2004-04-24,2671.69,2690.0,2604.0,2689.86,1084252
2004-04-25,2604.03,2615.0,2556.0,2614.86,1561312
2004-04-26,2573.1,2629.0,2513.0,2554.93,66504755
2004-04-27,2551.45,2629.0,2549.0,2579.29,13410343
2004-04-28,2590.5,2708.0,2590.0,2633.41,1705530
2004-05-01,2714.22,2765.0,2698.0,2697.6,1450415
2004-05-02,2709.97,2710.0,2572.0,2665.89,1023622
2004-05-03,2590.5,2687.0,2583.0,2636.12,1163097
2004-05-04,2633.03,2636.0,2590.0,2624.91,1021311
2004-05-05,2629.16,2663.0,2610.0,2631.1,1203668
2004-05-15,2613.7,2668.0,2567.0,2632.26,1266379
2004-05-16,2591.27,2600.0,2533.0,2599.78,1025770
2004-05-17,2587.4,2587.0,2471.0,2572.33,1412383
2004-05-18,2474.51,2524.0,2444.0,2524.38,1153278
2004-05-19,2513.17,2552.0,2475.0,2512.78,6163552
2004-05-22,2474.51,2497.0,2417.0,2497.32,671570
2004-05-23,2454.4,2471.0,2373.0,2471.41,698235
2004-05-24,2348.07,2417.0,2348.0,2417.28,1213872
2004-05-25,2417.28,2475.0,2417.0,2435.84,1319876
2004-05-26,2474.51,2509.0,2451.0,2452.47,10101783
2004-05-29,2452.47,2472.0,2428.0,2450.92,930356
2004-05-30,2435.84,2436.0,2339.0,2416.12,3351939
2004-05-31,2414.19,2432.0,2328.0,2406.84,1272475
2004-06-01,2354.65,2365.0,2287.0,2365.47,1127294
2004-06-02,2385.58,2393.0,2362.0,2370.5,1856574
2004-06-05,2377.84,2397.0,2366.0,2372.05,804500
2004-06-06,2375.91,2393.0,2320.0,2373.98,1030012
2004-06-07,2389.06,2417.0,2362.0,2376.3,2723475
2004-06-08,2377.84,2495.0,2378.0,2413.42,13016358
2004-06-09,2513.17,2534.0,2508.0,2508.14,1910615
2004-06-12,2551.45,2551.0,2436.0,2491.52,1150940
2004-06-13,2458.27,2466.0,2402.0,2466.0,3579328
2004-06-14,2466.0,2466.0,2389.0,2448.21,4025186
2004-06-15,2416.51,2430.0,2382.0,2430.43,1989441
2004-06-16,2407.62,2417.0,2363.0,2409.55,2720585
2004-06-19,2416.51,2474.0,2416.0,2425.02,6004202
2004-06-20,2425.02,2436.0,2389.0,2417.28,969167
2004-06-21,2416.12,2420.0,2377.0,2408.39,898155
2004-06-22,2377.84,2389.0,2339.0,2380.94,1445408
2004-06-23,2366.63,2500.0,2314.0,2379.39,2176401
2004-07-07,2416.51,2498.0,2378.0,2414.58,2452279
2004-07-10,2431.59,2475.0,2359.0,2414.96,6877216
2004-07-11,2414.96,2493.0,2378.0,2423.47,2940334
2004-07-12,2423.47,2475.0,2359.0,2412.26,4790945
2004-07-13,2454.79,2475.0,2362.0,2423.86,5574223
2004-07-14,2378.62,2545.0,2379.0,2459.81,12052928
2004-07-27,2343.05,2590.0,2340.0,2490.74,1075796
2004-07-28,2510.85,2511.0,2366.0,2462.13,674169
2004-07-31,2373.98,2377.0,2339.0,2370.11,1859208
2004-08-01,2370.11,2370.0,2282.0,2327.19,3022150
2004-08-02,2318.3,2359.0,2243.0,2319.46,3292803
2004-08-03,2213.52,2435.0,2204.0,2293.17,4202605
2004-08-04,2293.17,2357.0,2243.0,2305.54,2469449
2004-08-07,2256.44,2320.0,2190.0,2233.24,2726556
2004-08-08,2242.52,2273.0,2122.0,2203.47,793624
2004-08-09,2095.98,2134.0,2094.0,2134.26,1508480
2004-08-10,2102.17,2165.0,2028.0,2110.68,1111410
2004-08-11,2031.8,2084.0,2031.0,2045.72,2446699
2004-08-14,2044.95,2069.0,2011.0,2043.4,1197652
2004-08-15,2010.54,2011.0,1956.0,2008.6,1345916
2004-08-16,1954.47,2003.0,1934.0,1998.94,576815
2004-08-17,1971.48,1988.0,1934.0,1988.5,632542
2004-08-18,1955.25,1963.0,1933.0,1962.98,1206671
2004-08-21,1937.07,1949.0,1895.0,1949.06,930945
2004-08-22,1930.89,1931.0,1856.0,1930.89,847772
2004-08-23,1911.56,1918.0,1856.0,1918.13,556953
2004-08-24,1905.37,1919.0,1871.0,1914.26,554687
2004-08-25,1914.26,1991.0,1895.0,1917.36,452458
2004-08-28,1917.36,2013.0,1915.0,1926.25,328590
2004-08-29,2022.52,2023.0,1949.0,1949.45,579880
2004-08-31,2029.87,2045.0,1963.0,1962.59,472413
2004-09-01,2010.92,2060.0,1979.0,1979.22,453334
2004-09-04,2048.81,2069.0,1990.0,1989.66,684931
2004-09-05,2002.8,2026.0,1987.0,1994.3,730183
2004-09-06,2018.27,2018.0,1992.0,1995.84,611606
2004-09-07,1998.94,2020.0,1991.0,1998.55,1616252
2004-09-08,1998.94,2010.0,1978.0,1998.55,773793
2004-09-11,1976.51,1992.0,1913.0,1991.59,348368
2004-09-12,1958.34,1980.0,1914.0,1976.12,5717627
2004-09-14,1953.31,2075.0,1953.0,1987.34,575493
2004-09-15,2086.7,2087.0,2009.0,2009.38,534777
2004-09-18,2109.52,2110.0,2021.0,2020.59,269949
2004-09-19,2121.5,2122.0,2032.0,2031.8,267365
2004-09-20,2133.1,2133.0,2034.0,2063.89,1057005
2004-09-21,2064.28,2107.0,2044.0,2065.05,391353
2004-09-22,2087.86,2110.0,2069.0,2068.53,404738
2004-09-25,2068.53,2088.0,2011.0,2065.83,500240
2004-09-26,2045.33,2055.0,1980.0,2055.39,584537
2004-09-27,1981.54,2027.0,1953.0,2027.16,725884
2004-09-28,1956.41,2009.0,1927.0,2008.99,482843
2004-09-29,1933.21,1980.0,1914.0,1980.38,910995
2004-10-02,1933.21,1955.0,1881.0,1955.25,832526
2004-10-03,1883.72,1931.0,1858.0,1931.27,747535
2004-10-04,1886.04,1933.0,1864.0,1916.58,718171
2004-10-05,1894.54,1953.0,1856.0,1908.08,692087
2004-10-06,1871.34,1941.0,1871.0,1912.33,717035
2004-10-09,1932.82,1953.0,1918.0,1918.9,643980
2004-10-10,1933.21,1949.0,1902.0,1921.61,20496119
2004-10-11,1921.61,1953.0,1898.0,1925.47,941121
2004-10-12,1933.98,1945.0,1928.0,1927.79,540098
2004-10-13,1932.82,1953.0,1856.0,1928.18,558592
2004-10-16,1927.41,1927.0,1883.0,1922.77,399309
2004-10-17,1909.24,1914.0,1861.0,1913.49,470620
2004-10-18,1894.54,1910.0,1860.0,1909.62,228175
2004-10-19,1878.69,1904.0,1860.0,1904.21,333086
2004-10-20,1875.21,1933.0,1875.0,1906.53,357503
2004-10-23,1917.74,1953.0,1911.0,1911.17,506817
2004-10-24,1917.74,1945.0,1915.0,1915.04,508227
2004-10-25,1933.21,1953.0,1919.0,1919.29,420857
2004-10-26,1940.94,1972.0,1928.0,1927.79,1686033
2004-10-27,1952.54,2010.0,1941.0,1940.55,595209
2004-10-30,1991.2,1995.0,1947.0,1946.74,554254
2004-10-31,1957.95,1961.0,1937.0,1946.74,309372
2004-11-01,1946.74,1972.0,1941.0,1948.29,461416
2004-11-02,1963.75,1964.0,1945.0,1948.29,12095776
2004-11-03,1948.67,1971.0,1949.0,1949.45,624132
2004-11-06,1949.83,1956.0,1948.0,1949.45,605046
2004-11-07,1951.77,1956.0,1942.0,1949.45,627699
2004-11-08,1952.54,1964.0,1941.0,1949.45,522784
2004-11-09,1952.54,1956.0,1933.0,1948.29,662417
2004-11-10,1940.55,1949.0,1914.0,1944.81,753351
2004-11-13,1950.61,1960.0,1906.0,1943.26,740198
2004-11-15,1944.81,1953.0,1932.0,1941.33,720807
2004-11-16,1933.21,1956.0,1933.0,1941.33,1536125
2004-11-17,1944.81,1953.0,1933.0,1940.94,943671
2004-11-20,1942.87,1953.0,1933.0,1940.94,578073
2004-11-21,1940.94,1949.0,1910.0,1940.17,710160
2004-11-22,1940.17,1940.0,1895.0,1936.69,50625936
2004-11-23,1932.43,1945.0,1915.0,1935.91,386178
2004-11-24,1937.07,1949.0,1933.0,1935.91,2082004
2004-11-27,1931.27,1960.0,1929.0,1936.69,396194
2004-11-28,1945.19,1968.0,1938.0,1938.23,13488019
2004-11-29,1954.47,2035.0,1954.0,1962.98,986354
2004-11-30,2030.25,2061.0,1992.0,1991.59,1373036
2004-12-01,2041.08,2061.0,2002.0,2002.42,1993305
2004-12-04,2040.69,2041.0,1968.0,2002.42,1598294
2004-12-05,1972.64,2006.0,1933.0,1993.14,742107
2004-12-06,1952.54,2010.0,1935.0,1988.11,537665
2004-12-07,1964.14,1980.0,1938.0,1979.6,655436
2004-12-11,1970.71,1971.0,1895.0,1968.01,579701
2004-12-12,1918.51,1954.0,1915.0,1954.47,855523
2004-12-13,1917.74,1939.0,1879.0,1938.62,2850189
2004-12-14,1892.61,1927.0,1856.0,1927.02,1049322
2004-12-15,1894.54,1916.0,1856.0,1915.81,518503
2004-12-18,1867.86,1906.0,1856.0,1905.76,493123
2004-12-19,1855.88,1895.0,1837.0,1894.16,603193
2004-12-20,1870.96,1886.0,1837.0,1885.65,465501
2004-12-21,1856.65,1886.0,1840.0,1880.24,473490
2004-12-22,1859.75,1875.0,1856.0,1873.66,892203
2004-12-25,1863.61,1895.0,1856.0,1871.73,463173
2004-12-26,1859.75,1869.0,1840.0,1867.09,609637
2004-12-27,1855.49,1864.0,1838.0,1863.61,570864
2004-12-28,1855.11,1861.0,1837.0,1860.91,558544
2004-12-29,1837.32,1875.0,1837.0,1858.97,748624
2005-01-01,1858.97,1871.0,1825.0,1855.88,695510
2005-01-02,1824.95,1871.0,1825.0,1853.17,955578
2005-01-03,1853.17,1856.0,1818.0,1850.08,577140
2005-01-04,1855.88,1869.0,1825.0,1852.4,1032142
2005-01-05,1855.88,1871.0,1854.0,1854.33,467289
2005-01-08,1864.39,1899.0,1856.0,1859.36,634990
2005-01-09,1896.09,1922.0,1852.0,1869.41,8944225
2005-01-10,1864.39,1890.0,1838.0,1867.86,665744
2005-01-11,1855.88,1902.0,1845.0,1872.12,20814848
2005-01-26,1614.23,1624.0,1547.0,1594.9,3098282
2005-01-30,1594.9,1597.0,1516.0,1584.46,543837
2005-01-31,1524.14,1593.0,1520.0,1567.83,4049483
2005-02-01,1535.35,1577.0,1527.0,1560.48,867274
2005-02-02,1546.18,1566.0,1540.0,1557.78,1251706
2005-02-05,1558.55,1569.0,1547.0,1557.01,787314
2005-02-06,1546.57,1577.0,1547.0,1558.17,586609
2005-02-07,1557.01,1562.0,1491.0,1552.75,518472
2005-02-08,1516.02,1566.0,1489.0,1548.89,903606
2005-02-09,1553.14,1566.0,1546.0,1549.27,373088
2005-02-12,1549.66,1568.0,1508.0,1548.5,194619
2005-02-13,1508.67,1543.0,1489.0,1543.47,326267
2005-02-14,1489.73,1535.0,1477.0,1535.35,465436
2005-02-15,1469.24,1511.0,1459.0,1510.99,954228
2005-02-16,1463.05,1527.0,1438.0,1498.24,646885
2005-02-21,1498.24,1498.0,1448.0,1494.76,285294
2005-02-22,1481.61,1542.0,1436.0,1490.5,2291773
2005-02-23,1469.62,1547.0,1469.0,1496.69,1616753
2005-02-26,1527.62,1571.0,1515.0,1515.25,800411
2005-02-27,1580.98,1591.0,1574.0,1586.78,3442902
2005-02-28,1584.84,1655.0,1578.0,1591.42,484206
2005-03-01,1623.89,1642.0,1585.0,1596.06,1577848
2005-03-02,1596.83,1620.0,1593.0,1598.76,579383
2005-03-05,1598.76,1624.0,1578.0,1599.54,443038
2005-03-06,1599.54,1616.0,1574.0,1598.76,1802789
2005-03-07,1573.63,1605.0,1562.0,1595.67,477703
2005-03-08,1592.19,1605.0,1572.0,1593.74,455563
2005-03-09,1578.27,1585.0,1547.0,1582.91,977992
2005-03-12,1558.94,1571.0,1537.0,1570.54,968982
2005-03-13,1554.3,1585.0,1547.0,1570.15,273612
2005-03-14,1570.15,1604.0,1570.0,1573.63,1468420
2005-03-15,1596.83,1615.0,1574.0,1581.75,2798952
2005-03-16,1604.56,1639.0,1597.0,1601.86,2585478
2005-03-26,1623.51,1682.0,1608.0,1608.04,303842
2005-03-27,1652.89,1670.0,1615.0,1615.0,455797
2005-03-28,1657.15,1682.0,1621.0,1620.8,294182
2005-03-29,1646.71,1697.0,1629.0,1628.92,343372
2005-03-30,1701.61,1710.0,1642.0,1642.45,497654
2005-04-03,1686.92,1721.0,1649.0,1648.64,307600
2005-04-04,1694.26,1731.0,1670.0,1669.52,850226
2005-04-05,1701.22,1713.0,1670.0,1675.7,699013
2005-04-06,1700.45,1712.0,1680.0,1679.96,578260
2005-04-10,1701.22,1717.0,1688.0,1688.08,758379
2005-04-11,1707.8,1772.0,1704.0,1704.32,869829
2005-04-12,1753.42,1789.0,1751.0,1751.1,3056804
2005-04-13,1838.48,1838.0,1786.0,1785.9,1225901
2005-04-16,1789.38,1817.0,1786.0,1790.92,835842
2005-04-17,1789.38,1791.0,1732.0,1783.58,736829
2005-04-18,1720.17,1771.0,1702.0,1770.82,568763
2005-04-19,1730.22,1748.0,1682.0,1748.01,2328159
2005-04-20,1700.45,1746.0,1663.0,1745.69,94788
2005-04-23,1696.97,1817.0,1697.0,1773.52,915230
2005-04-24,1790.15,1833.0,1778.0,1790.15,3019234
2005-04-25,1800.59,1836.0,1799.0,1799.43,12090098
2005-04-27,1822.63,1844.0,1809.0,1809.1,1016809
2005-04-30,1823.79,1848.0,1817.0,1817.99,1260071
2005-05-01,1820.69,1830.0,1796.0,1817.21,1751888
2005-05-02,1814.51,1817.0,1804.0,1815.67,2007962
2005-05-03,1812.96,1817.0,1787.0,1812.19,5616110
2005-05-04,1809.1,1867.0,1809.0,1822.24,2982129
2005-05-07,1824.17,1837.0,1810.0,1821.85,952248
2005-05-08,1817.21,1840.0,1815.0,1822.24,958894
2005-05-09,1835.77,1848.0,1826.0,1827.27,1192747
2005-05-10,1839.25,1871.0,1839.0,1841.57,1369169
2005-05-11,1857.43,1886.0,1857.0,1859.36,7500953
2005-05-14,1865.16,1875.0,1856.0,1860.91,1886237
2005-05-15,1856.65,1867.0,1848.0,1860.52,630859
2005-05-16,1865.93,1866.0,1852.0,1859.75,1900943
2005-05-17,1858.2,1860.0,1848.0,1858.59,649097
2005-05-18,1856.65,1860.0,1837.0,1857.04,811200
2005-05-21,1853.95,1854.0,1821.0,1844.67,818818
2005-05-22,1830.36,1834.0,1817.0,1834.23,723437
2005-05-23,1823.4,1829.0,1817.0,1829.2,956372
2005-05-24,1817.99,1828.0,1809.0,1824.17,966051
2005-05-25,1822.24,1856.0,1818.0,1826.49,1271475
2005-05-28,1832.68,1895.0,1833.0,1864.0,3873871
2005-05-29,1864.0,1875.0,1856.0,1864.77,1386655
2005-05-30,1864.39,1864.0,1837.0,1858.2,1528233
2005-05-31,1858.2,1860.0,1840.0,1854.72,3373593
2005-06-01,1855.49,1856.0,1837.0,1852.01,2192650
2005-06-06,1852.01,1857.0,1829.0,1849.69,998390
2005-06-07,1845.83,1846.0,1827.0,1841.57,1069463
2005-06-08,1834.61,1835.0,1787.0,1821.47,1026110
2005-06-11,1804.07,1817.0,1779.0,1807.94,699791
2005-06-12,1801.75,1804.0,1780.0,1800.2,813833
2005-06-13,1798.66,1799.0,1779.0,1791.31,1547556
2005-06-14,1786.67,1808.0,1775.0,1788.22,791241
2005-06-15,1809.1,1837.0,1802.0,1801.75,693701
2005-06-18,1805.23,1856.0,1805.0,1828.81,872124
2005-06-19,1836.55,1854.0,1825.0,1837.71,1144084
2005-06-20,1837.71,1862.0,1838.0,1849.31,1169152
2005-06-21,1850.85,1856.0,1821.0,1842.35,1113496
2005-06-22,1841.57,1864.0,1837.0,1855.11,3537772
2005-06-25,1817.21,1856.0,1779.0,1812.96,3507072
2005-06-26,1812.58,1856.0,1787.0,1813.35,842258
2005-06-27,1813.35,1867.0,1810.0,1816.44,685067
2005-06-28,1855.49,1856.0,1825.0,1824.95,870479
2005-06-29,1830.75,1844.0,1825.0,1828.04,828699
2005-07-02,1825.33,1856.0,1825.0,1833.45,1410080
2005-07-03,1828.04,1840.0,1809.0,1826.88,2067812
2005-07-04,1822.63,1823.0,1797.0,1816.44,1118227
2005-07-05,1801.75,1813.0,1779.0,1804.07,1425962
2005-07-06,1801.36,1801.0,1782.0,1796.72,1193430
2005-07-09,1786.28,1825.0,1775.0,1797.88,1855626
2005-07-11,1799.04,1840.0,1799.0,1816.83,2845036
2005-07-12,1816.83,1833.0,1809.0,1819.15,1261189
